t req.     t meas.    endTime                  =========== File ============
1.0000000  1.0000000  2023-11-05T22:32:38.478  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00001.tif
1.0000000  1.0000000  2023-11-05T22:32:39.577  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00002.tif
1.0000000  1.0000000  2023-11-05T22:32:40.677  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00003.tif
1.0000000  1.0000000  2023-11-05T22:32:41.777  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00004.tif
1.0000000  1.0000000  2023-11-05T22:32:42.877  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00005.tif
1.0000000  1.0000000  2023-11-05T22:32:43.977  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00006.tif
1.0000000  1.0000000  2023-11-05T22:32:45.077  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00007.tif
1.0000000  1.0000000  2023-11-05T22:32:46.177  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00008.tif
1.0000000  1.0000000  2023-11-05T22:32:47.277  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00009.tif
1.0000000  1.0000000  2023-11-05T22:32:48.379  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00010.tif
1.0000000  1.0000000  2023-11-05T22:32:49.477  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00011.tif
1.0000000  1.0000000  2023-11-05T22:32:50.577  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00012.tif
1.0000000  1.0000000  2023-11-05T22:32:51.677  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00013.tif
1.0000000  1.0000000  2023-11-05T22:32:52.777  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00014.tif
1.0000000  1.0000000  2023-11-05T22:32:53.877  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00015.tif
1.0000000  1.0000000  2023-11-05T22:32:54.979  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00016.tif
1.0000000  1.0000000  2023-11-05T22:32:56.077  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00017.tif
1.0000000  1.0000000  2023-11-05T22:32:57.177  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00018.tif
1.0000000  1.0000000  2023-11-05T22:32:58.276  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00019.tif
1.0000000  1.0000000  2023-11-05T22:32:58.780  /public/Data/2023/202311/20231105/yongfeng/Ecoli_37_0005_00020.tif
--------- End ----------------------------
