t req.     t meas.    endTime                  =========== File ============
1.0000000  1.0000000  2023-11-05T22:45:59.651  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00001.tif
1.0000000  1.0000000  2023-11-05T22:46:00.751  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00002.tif
1.0000000  1.0000000  2023-11-05T22:46:01.851  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00003.tif
1.0000000  1.0000000  2023-11-05T22:46:02.951  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00004.tif
1.0000000  1.0000000  2023-11-05T22:46:04.051  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00005.tif
1.0000000  1.0000000  2023-11-05T22:46:05.151  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00006.tif
1.0000000  1.0000000  2023-11-05T22:46:06.251  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00007.tif
1.0000000  1.0000000  2023-11-05T22:46:07.351  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00008.tif
1.0000000  1.0000000  2023-11-05T22:46:08.451  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00009.tif
1.0000000  1.0000000  2023-11-05T22:46:09.553  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00010.tif
1.0000000  1.0000000  2023-11-05T22:46:10.651  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00011.tif
1.0000000  1.0000000  2023-11-05T22:46:11.751  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00012.tif
1.0000000  1.0000000  2023-11-05T22:46:12.851  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00013.tif
1.0000000  1.0000000  2023-11-05T22:46:13.951  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00014.tif
1.0000000  1.0000000  2023-11-05T22:46:15.051  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00015.tif
1.0000000  1.0000000  2023-11-05T22:46:16.151  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00016.tif
1.0000000  1.0000000  2023-11-05T22:46:17.251  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00017.tif
1.0000000  1.0000000  2023-11-05T22:46:18.351  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00018.tif
1.0000000  1.0000000  2023-11-05T22:46:19.451  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00019.tif
1.0000000  1.0000000  2023-11-05T22:46:19.954  /public/Data/2023/202311/20231105/yongfeng/buffer_45_0006_00020.tif
--------- End ----------------------------
