### DATA:
#
# 1081
#      Q             I(Q)           Error     
4.25138004E-02  3.76362381E+01  2.45993733E-01
4.29056327E-02  3.68056946E+01  2.43853286E-01
4.32974650E-02  3.63340034E+01  2.40543425E-01
4.36892972E-02  3.57193375E+01  2.37182081E-01
4.40811295E-02  3.49295387E+01  2.35848933E-01
4.44729618E-02  3.42209587E+01  2.27715060E-01
4.48647940E-02  3.41564255E+01  2.31389582E-01
4.52566263E-02  3.33371544E+01  2.26130247E-01
4.56484585E-02  3.24101830E+01  2.19132841E-01
4.60402908E-02  3.24061089E+01  2.20429331E-01
4.64321231E-02  3.20188446E+01  2.15895548E-01
4.68239553E-02  3.17502365E+01  2.17861220E-01
4.72157876E-02  3.10579891E+01  2.12322921E-01
4.76076199E-02  3.08452740E+01  2.10226178E-01
4.79994521E-02  2.99587231E+01  2.06445023E-01
4.83912844E-02  2.98899021E+01  2.04184860E-01
4.87831166E-02  2.93773289E+01  2.04142183E-01
4.91749489E-02  2.93526993E+01  2.00669676E-01
4.95667812E-02  2.86963501E+01  1.97736651E-01
4.99586134E-02  2.83214474E+01  1.98066607E-01
5.03504457E-02  2.80583954E+01  1.94864064E-01
5.07422779E-02  2.80834961E+01  1.94164723E-01
5.11341102E-02  2.78882523E+01  1.90693632E-01
5.15259425E-02  2.74104347E+01  1.91056401E-01
5.19177747E-02  2.70877476E+01  1.89424813E-01
5.23096070E-02  2.63121357E+01  1.84506908E-01
5.27014393E-02  2.66378822E+01  1.84103996E-01
5.30932715E-02  2.64466476E+01  1.83093041E-01
5.34851038E-02  2.60133247E+01  1.82866231E-01
5.38769360E-02  2.55490551E+01  1.79505005E-01
5.42687683E-02  2.56237335E+01  1.78533345E-01
5.46606006E-02  2.56310596E+01  1.78006351E-01
5.50524328E-02  2.50810604E+01  1.74794704E-01
5.54442651E-02  2.51267662E+01  1.76246822E-01
5.58360974E-02  2.48329487E+01  1.71339154E-01
5.62279296E-02  2.45718498E+01  1.72071099E-01
5.66197619E-02  2.45460663E+01  1.70954168E-01
5.70115941E-02  2.41716442E+01  1.68743908E-01
5.74034264E-02  2.42850742E+01  1.69942081E-01
5.77952587E-02  2.37817898E+01  1.65631264E-01
5.81870909E-02  2.40769749E+01  1.66464299E-01
5.85789232E-02  2.34698696E+01  1.64446950E-01
5.89707555E-02  2.35647125E+01  1.63651735E-01
5.93625877E-02  2.34436417E+01  1.63323730E-01
5.97544200E-02  2.32755184E+01  1.60471216E-01
6.01462522E-02  2.31042042E+01  1.61769718E-01
6.05380845E-02  2.29067535E+01  1.59548581E-01
6.09299168E-02  2.25907364E+01  1.58532470E-01
6.13217490E-02  2.25704556E+01  1.60803750E-01
6.17135813E-02  2.24563427E+01  1.60673201E-01
6.21054136E-02  2.23360367E+01  1.62595555E-01
6.24972458E-02  2.20585327E+01  1.59061253E-01
6.28890781E-02  2.18528004E+01  1.59790680E-01
6.32809103E-02  2.14361782E+01  1.57708511E-01
6.36727426E-02  2.14847870E+01  1.58625200E-01
6.40645749E-02  2.12674942E+01  1.59036264E-01
6.44564071E-02  2.12084446E+01  1.57142699E-01
6.48482394E-02  2.09835854E+01  1.57040596E-01
6.52400716E-02  2.08977642E+01  1.55897051E-01
6.56319039E-02  2.07351360E+01  1.55925319E-01
6.60237362E-02  2.02693634E+01  1.54073954E-01
6.64155684E-02  2.02942619E+01  1.53008536E-01
6.68074007E-02  2.03889065E+01  1.54527947E-01
6.71992330E-02  2.00129433E+01  1.52650520E-01
6.75910652E-02  1.97136021E+01  1.51240915E-01
6.79828975E-02  1.98879223E+01  1.50261313E-01
6.83747297E-02  1.98094158E+01  1.47071689E-01
6.87665620E-02  1.95009861E+01  1.46161959E-01
6.91583943E-02  1.92566433E+01  1.43066332E-01
6.95502265E-02  1.92265778E+01  1.43183202E-01
6.99420588E-02  1.91217918E+01  1.40707955E-01
7.03338911E-02  1.91717091E+01  1.40528470E-01
7.07257233E-02  1.89157467E+01  1.40020639E-01
7.11175556E-02  1.87352238E+01  1.37303218E-01
7.15093878E-02  1.87366753E+01  1.37724996E-01
7.19012201E-02  1.85684147E+01  1.35269478E-01
7.22930524E-02  1.83919582E+01  1.35293514E-01
7.26848846E-02  1.83736057E+01  1.34957820E-01
7.30767169E-02  1.80514774E+01  1.32399008E-01
7.34685492E-02  1.81666336E+01  1.32244304E-01
7.38603814E-02  1.78218594E+01  1.30357713E-01
7.42522137E-02  1.79060211E+01  1.31166443E-01
7.46440459E-02  1.79955158E+01  1.30742565E-01
7.50358782E-02  1.76121540E+01  1.27597496E-01
7.54277105E-02  1.75068913E+01  1.29016951E-01
7.58195427E-02  1.75703583E+01  1.27623349E-01
7.62113750E-02  1.73542271E+01  1.26136690E-01
7.66032072E-02  1.74024982E+01  1.25966236E-01
7.69950395E-02  1.73210411E+01  1.24708660E-01
7.73868718E-02  1.72981033E+01  1.26455680E-01
7.77787040E-02  1.72022667E+01  1.23616636E-01
7.81705363E-02  1.70634785E+01  1.23778448E-01
7.85623686E-02  1.70016232E+01  1.22083426E-01
7.89542008E-02  1.68533859E+01  1.21603504E-01
7.93460331E-02  1.67626877E+01  1.21811435E-01
7.97378653E-02  1.66223450E+01  1.20136760E-01
8.01296976E-02  1.66162071E+01  1.19596779E-01
8.05215299E-02  1.64715691E+01  1.19177856E-01
8.09133621E-02  1.64325733E+01  1.18527077E-01
8.13051944E-02  1.62089520E+01  1.17567345E-01
8.16970267E-02  1.63277302E+01  1.16808556E-01
8.20888589E-02  1.62090359E+01  1.17567964E-01
8.24806912E-02  1.62179832E+01  1.16318487E-01
8.28725234E-02  1.58868313E+01  1.15124993E-01
8.32643557E-02  1.58341007E+01  1.13893762E-01
8.36561880E-02  1.57917032E+01  1.13049060E-01
8.40480202E-02  1.57543097E+01  1.14453517E-01
8.44398525E-02  1.55609531E+01  1.12039223E-01
8.48316848E-02  1.55531139E+01  1.12694852E-01
8.52235170E-02  1.53272247E+01  1.10528402E-01
8.56153493E-02  1.53004627E+01  1.10785685E-01
8.60071815E-02  1.52614250E+01  1.10866912E-01
8.63990138E-02  1.51966095E+01  1.09147497E-01
8.67908461E-02  1.53763342E+01  1.10398494E-01
8.71826783E-02  1.51888952E+01  1.08442321E-01
8.75745106E-02  1.51124926E+01  1.09059341E-01
8.79663429E-02  1.52200098E+01  1.08764306E-01
8.83581751E-02  1.48667002E+01  1.07079446E-01
8.87500074E-02  1.48044262E+01  1.06608793E-01
8.91418396E-02  1.46810455E+01  1.05758704E-01
8.95336719E-02  1.46385546E+01  1.05807364E-01
8.99255042E-02  1.45966568E+01  1.04857363E-01
9.03173364E-02  1.45799026E+01  1.04639851E-01
9.07091687E-02  1.43280478E+01  1.04045197E-01
9.11010009E-02  1.43002872E+01  1.03053257E-01
9.14928332E-02  1.42079535E+01  1.02834761E-01
9.18846655E-02  1.41621304E+01  1.01801567E-01
9.22764977E-02  1.42127228E+01  1.02358468E-01
9.26683300E-02  1.40413437E+01  1.03273094E-01
9.30601623E-02  1.42875834E+01  1.04333408E-01
9.34519945E-02  1.39465790E+01  1.03515513E-01
9.38438268E-02  1.39763393E+01  1.02683961E-01
9.42356590E-02  1.38873205E+01  1.03375100E-01
9.46274913E-02  1.35741692E+01  1.02203079E-01
9.50193236E-02  1.37559967E+01  1.02219284E-01
9.54111558E-02  1.34799681E+01  1.01887330E-01
9.58029881E-02  1.36102571E+01  1.00426242E-01
9.61948204E-02  1.35538836E+01  9.97391269E-02
9.65866526E-02  1.35576334E+01  9.91008505E-02
9.69784849E-02  1.33598967E+01  9.77756977E-02
9.73703171E-02  1.33321943E+01  9.82381999E-02
9.77621494E-02  1.34261122E+01  9.80530754E-02
9.81539817E-02  1.33280735E+01  9.75898579E-02
9.85458139E-02  1.33070259E+01  9.73392427E-02
9.89376462E-02  1.32074175E+01  9.76720750E-02
9.93294785E-02  1.32104616E+01  1.00211620E-01
9.97213107E-02  1.31483898E+01  1.00052141E-01
1.00113143E-01  1.30430679E+01  1.00263089E-01
1.00504975E-01  1.29929800E+01  1.00186378E-01
1.00896808E-01  1.28094912E+01  9.95920673E-02
1.01288640E-01  1.31015759E+01  1.02032743E-01
1.01680472E-01  1.29409857E+01  1.00886166E-01
1.02072304E-01  1.28185186E+01  9.93206277E-02
1.02464137E-01  1.29286633E+01  9.97082293E-02
1.02855969E-01  1.29068718E+01  9.93954390E-02
1.03247801E-01  1.29231644E+01  9.88924354E-02
1.03639633E-01  1.27148838E+01  9.81295928E-02
1.04031466E-01  1.28805923E+01  9.91431028E-02
1.04423298E-01  1.24990845E+01  9.75895524E-02
1.04815130E-01  1.26700745E+01  9.81056839E-02
1.05206962E-01  1.26282473E+01  9.77583677E-02
1.05598795E-01  1.28181496E+01  9.81204361E-02
1.05990627E-01  1.26923342E+01  9.78216380E-02
1.06382459E-01  1.26071358E+01  9.60559323E-02
1.06774291E-01  1.26232195E+01  9.59420651E-02
1.07166124E-01  1.25659342E+01  9.45261419E-02
1.07557956E-01  1.24563704E+01  9.38800871E-02
1.07949788E-01  1.23952456E+01  9.37823504E-02
1.08341620E-01  1.25454721E+01  9.32317302E-02
1.08733453E-01  1.24315653E+01  9.32282880E-02
1.09125285E-01  1.23564959E+01  9.15496945E-02
1.09517117E-01  1.22662668E+01  9.16823819E-02
1.09908950E-01  1.22245255E+01  9.12455842E-02
1.10300782E-01  1.22472382E+01  9.03516933E-02
1.10692614E-01  1.21888752E+01  9.05292034E-02
1.11084446E-01  1.20944042E+01  8.93117264E-02
1.11476279E-01  1.20686464E+01  8.91579911E-02
1.11868111E-01  1.20776691E+01  8.86388198E-02
1.12259943E-01  1.19905968E+01  8.81756842E-02
1.12651775E-01  1.19724817E+01  8.81092027E-02
1.13043608E-01  1.19297180E+01  8.72200802E-02
1.13435440E-01  1.18791447E+01  8.71185139E-02
1.13827272E-01  1.18722916E+01  8.64337012E-02
1.14219104E-01  1.20320129E+01  8.67410079E-02
1.14610937E-01  1.18644714E+01  8.65144432E-02
1.15002769E-01  1.19965525E+01  8.61835554E-02
1.15394601E-01  1.16635857E+01  8.55100676E-02
1.15786433E-01  1.19184399E+01  8.56909677E-02
1.16178266E-01  1.17909451E+01  8.56013522E-02
1.16570098E-01  1.16156187E+01  8.44398290E-02
1.16961930E-01  1.17937822E+01  8.43381733E-02
1.17353763E-01  1.16238317E+01  8.45218673E-02
1.17745595E-01  1.16468983E+01  8.35101604E-02
1.18137427E-01  1.17445593E+01  8.43405873E-02
1.18529259E-01  1.16993113E+01  8.34240392E-02
1.18921092E-01  1.16338997E+01  8.27977881E-02
1.19312924E-01  1.16198597E+01  8.33141506E-02
1.19704756E-01  1.15852957E+01  8.24310035E-02
1.20096588E-01  1.16677885E+01  8.31147879E-02
1.20488421E-01  1.16794147E+01  8.27412158E-02
1.20880253E-01  1.16838379E+01  8.22764710E-02
1.21272085E-01  1.15200968E+01  8.22717100E-02
1.21663917E-01  1.14737625E+01  8.13455656E-02
1.22055750E-01  1.14294806E+01  8.17560256E-02
1.22447582E-01  1.15358992E+01  8.12387317E-02
1.22839414E-01  1.12967682E+01  8.07860568E-02
1.23231246E-01  1.13530235E+01  8.09403732E-02
1.23623079E-01  1.13191442E+01  7.98808262E-02
1.24014911E-01  1.13646116E+01  8.05879235E-02
1.24406743E-01  1.11415329E+01  7.90517703E-02
1.24798575E-01  1.12396727E+01  7.98708200E-02
1.25190408E-01  1.11933689E+01  7.91470930E-02
1.25582240E-01  1.13182907E+01  7.94544891E-02
1.25974072E-01  1.13344784E+01  7.97116309E-02
1.26365905E-01  1.11513472E+01  7.83443376E-02
1.26757737E-01  1.12035131E+01  7.91614503E-02
1.27149569E-01  1.11957808E+01  7.85654336E-02
1.27541401E-01  1.12252350E+01  7.81113952E-02
1.27933234E-01  1.10665026E+01  7.78752044E-02
1.28325066E-01  1.11010580E+01  7.77629912E-02
1.28716898E-01  1.10995693E+01  7.78002962E-02
1.29108730E-01  1.11679668E+01  7.74303377E-02
1.29500563E-01  1.10739260E+01  7.70212114E-02
1.29892395E-01  1.10271206E+01  7.74410069E-02
1.30284227E-01  1.10443764E+01  7.67340735E-02
1.30676059E-01  1.08129501E+01  7.60476589E-02
1.31067892E-01  1.09023428E+01  7.57765248E-02
1.31459724E-01  1.10425615E+01  7.63428286E-02
1.31851556E-01  1.08991852E+01  7.61678070E-02
1.32243388E-01  1.08528605E+01  7.52492398E-02
1.32635221E-01  1.09133787E+01  7.54785836E-02
1.33027053E-01  1.07559042E+01  7.49126673E-02
1.33418885E-01  1.08812323E+01  7.54858851E-02
1.33810718E-01  1.09185781E+01  7.51256570E-02
1.34202550E-01  1.07736979E+01  7.41674379E-02
1.34594382E-01  1.08296719E+01  7.48388246E-02
1.34986214E-01  1.07390518E+01  7.43333846E-02
1.35378047E-01  1.07318621E+01  7.41753057E-02
1.35769879E-01  1.06687431E+01  7.35251009E-02
1.36161711E-01  1.07683516E+01  7.38303363E-02
1.36553543E-01  1.08511419E+01  7.40575865E-02
1.36945376E-01  1.07369061E+01  7.33343214E-02
1.37337208E-01  1.06992302E+01  7.32240230E-02
1.37729040E-01  1.06768646E+01  7.26939887E-02
1.38120872E-01  1.05694160E+01  7.24170431E-02
1.38512705E-01  1.06641502E+01  7.30130151E-02
1.38904537E-01  1.06738930E+01  7.21159577E-02
1.39296369E-01  1.06323853E+01  7.25072026E-02
1.39688201E-01  1.06439495E+01  7.21910000E-02
1.40080034E-01  1.04737768E+01  7.14372098E-02
1.40471866E-01  1.04998779E+01  7.15786144E-02
1.40863698E-01  1.05229149E+01  7.11902082E-02
1.41255531E-01  1.05179052E+01  7.11905360E-02
1.41647363E-01  1.04074154E+01  7.08840787E-02
1.42039195E-01  1.04265232E+01  7.06432536E-02
1.42431027E-01  1.04106884E+01  7.07931668E-02
1.42822860E-01  1.05539789E+01  7.07365498E-02
1.43214692E-01  1.04573126E+01  7.09007010E-02
1.43606524E-01  1.03325882E+01  7.02913404E-02
1.43998356E-01  1.05238523E+01  7.02543184E-02
1.44390189E-01  1.05047522E+01  7.14575946E-02
1.44782021E-01  1.03995075E+01  7.11161643E-02
1.45173853E-01  1.04628077E+01  7.18758181E-02
1.45565685E-01  1.04464092E+01  7.14853853E-02
1.45957518E-01  1.04680500E+01  7.21437111E-02
1.46349350E-01  1.03459511E+01  7.17397109E-02
1.46741182E-01  1.03531828E+01  7.19439536E-02
1.47133014E-01  1.03434019E+01  7.20904022E-02
1.47524847E-01  1.03276653E+01  7.17302784E-02
1.47916679E-01  1.01215734E+01  7.12063313E-02
1.48308511E-01  1.03246622E+01  7.19353333E-02
1.48700343E-01  1.04086018E+01  7.27021471E-02
1.49092176E-01  1.03066587E+01  7.19269589E-02
1.49484008E-01  1.03592901E+01  7.18408450E-02
1.49875840E-01  1.02020617E+01  7.19776973E-02
1.50267673E-01  1.02052879E+01  7.17349425E-02
1.50659505E-01  1.04033051E+01  7.24094808E-02
1.51051337E-01  1.02286386E+01  7.17450380E-02
1.51443169E-01  1.02902689E+01  7.07272515E-02
1.51835002E-01  1.02149220E+01  7.07954094E-02
1.52226834E-01  1.03122587E+01  7.02425018E-02
1.52618666E-01  1.02653065E+01  7.01328740E-02
1.53010498E-01  1.01059151E+01  6.89458251E-02
1.53402331E-01  1.02290525E+01  6.99423403E-02
1.53794163E-01  1.02256546E+01  6.93045780E-02
1.54185995E-01  1.01487932E+01  6.86105266E-02
1.54577827E-01  9.98978806E+00  6.79923594E-02
1.54969660E-01  1.01225948E+01  6.82853311E-02
1.55361492E-01  1.01361380E+01  6.87436759E-02
1.55753324E-01  1.01079273E+01  6.79088309E-02
1.56145156E-01  9.99443626E+00  6.74039274E-02
1.56536989E-01  9.98446941E+00  6.73857629E-02
1.56928821E-01  1.01605015E+01  6.78695291E-02
1.57320653E-01  9.96947289E+00  6.74121007E-02
1.57712486E-01  1.01101894E+01  6.70667589E-02
1.58104318E-01  1.00494156E+01  6.69693202E-02
1.58496150E-01  9.95415401E+00  6.68003857E-02
1.58887982E-01  1.00606499E+01  6.66955933E-02
1.59279815E-01  9.91268635E+00  6.64682463E-02
1.59671647E-01  9.86553001E+00  6.55984133E-02
1.60063479E-01  9.98332882E+00  6.65570050E-02
1.60455311E-01  9.98980045E+00  6.62419200E-02
1.60847144E-01  1.00056973E+01  6.60920963E-02
1.61238976E-01  9.98880577E+00  6.59072325E-02
1.61630808E-01  1.00758781E+01  6.57809898E-02
1.62022640E-01  9.87384605E+00  6.57993257E-02
1.62414473E-01  9.98315716E+00  6.55482933E-02
1.62806305E-01  9.79171944E+00  6.47224635E-02
1.63198137E-01  9.90244198E+00  6.52550608E-02
1.63589969E-01  9.94443512E+00  6.50727972E-02
1.63981802E-01  9.80510998E+00  6.49060383E-02
1.64373634E-01  9.70856094E+00  6.40790686E-02
1.64765466E-01  9.79214573E+00  6.41380921E-02
1.65157298E-01  9.92090607E+00  6.48037791E-02
1.65549131E-01  9.81309414E+00  6.43015131E-02
1.65940963E-01  9.88366127E+00  6.46004751E-02
1.66332795E-01  9.82530022E+00  6.37147352E-02
1.66724628E-01  9.76862335E+00  6.38745055E-02
1.67116460E-01  9.82740974E+00  6.40933141E-02
1.67508292E-01  9.92368698E+00  6.40731454E-02
1.67900124E-01  9.76218891E+00  6.35235682E-02
1.68291957E-01  9.80685329E+00  6.32911026E-02
1.68683789E-01  9.81023598E+00  6.39446080E-02
1.69075621E-01  9.68346024E+00  6.28663599E-02
1.69467453E-01  9.79275608E+00  6.31816983E-02
1.69859286E-01  9.84124565E+00  6.33509904E-02
1.70251118E-01  9.68981361E+00  6.27215132E-02
1.70642950E-01  9.64771843E+00  6.29307553E-02
1.71034782E-01  9.75403404E+00  6.26379251E-02
1.71426615E-01  9.76722908E+00  6.24924302E-02
1.71818447E-01  9.72180271E+00  6.24219365E-02
1.72210279E-01  9.69936371E+00  6.22752868E-02
1.72602111E-01  9.64649200E+00  6.21179007E-02
1.72993944E-01  9.67131138E+00  6.17675744E-02
1.73385776E-01  9.67965508E+00  6.19778074E-02
1.73777608E-01  9.68979454E+00  6.21089637E-02
1.74169441E-01  9.76348114E+00  6.18549176E-02
1.74561273E-01  9.66091251E+00  6.16621897E-02
1.74953105E-01  9.63764191E+00  6.11805879E-02
1.75344937E-01  9.68319321E+00  6.17214777E-02
1.75736770E-01  9.73645115E+00  6.16614074E-02
1.76128602E-01  9.70422268E+00  6.10848181E-02
1.76520434E-01  9.64605904E+00  6.10424504E-02
1.76912266E-01  9.58112812E+00  6.06266931E-02
1.77304099E-01  9.69375420E+00  6.13356754E-02
1.77695931E-01  9.61039162E+00  6.06614612E-02
1.78087763E-01  9.61022949E+00  6.05339482E-02
1.78479595E-01  9.57820511E+00  6.06762618E-02
1.78871428E-01  9.53232384E+00  6.02311157E-02
1.79263260E-01  9.59335709E+00  6.05274178E-02
1.79655092E-01  9.51320744E+00  6.00229241E-02
1.80046924E-01  9.59424591E+00  6.02554269E-02
1.80438757E-01  9.55470657E+00  6.03713393E-02
1.80830589E-01  9.49135590E+00  5.97626530E-02
1.81222421E-01  9.64646721E+00  6.03399388E-02
1.81614254E-01  9.56413078E+00  5.96896075E-02
1.82006086E-01  9.47258091E+00  5.97939752E-02
1.82397918E-01  9.49984169E+00  6.02560602E-02
1.82789750E-01  9.55440140E+00  6.03140555E-02
1.83181583E-01  9.46348190E+00  6.03602678E-02
1.83573415E-01  9.59302425E+00  6.08189702E-02
1.83965247E-01  9.57306004E+00  6.12651557E-02
1.84357079E-01  9.55874920E+00  6.06638789E-02
1.84748912E-01  9.60772419E+00  6.11374378E-02
1.85140744E-01  9.56433964E+00  6.09638952E-02
1.85532576E-01  9.53699875E+00  6.11145198E-02
1.85924408E-01  9.61097813E+00  6.15683720E-02
1.86316241E-01  9.51516151E+00  6.07603826E-02
1.86708073E-01  9.51839066E+00  6.11751601E-02
1.87099905E-01  9.54656887E+00  6.12778440E-02
1.87491737E-01  9.47869873E+00  6.09641373E-02
1.87883570E-01  9.44712257E+00  6.09821826E-02
1.88275402E-01  9.35590267E+00  6.04147501E-02
1.88667234E-01  9.50203228E+00  6.14866912E-02
1.89059066E-01  9.49211693E+00  6.09245598E-02
1.89450899E-01  9.54310703E+00  6.07804209E-02
1.89842731E-01  9.46186447E+00  6.01849109E-02
1.90234563E-01  9.44837475E+00  5.99477105E-02
1.90626396E-01  9.47353745E+00  6.04539290E-02
1.91018228E-01  9.42149067E+00  5.93133420E-02
1.91410060E-01  9.43785572E+00  5.94871379E-02
1.91801892E-01  9.52923775E+00  5.94637394E-02
1.92193725E-01  9.37658787E+00  5.90294823E-02
1.92585557E-01  9.38750648E+00  5.92180379E-02
1.92977389E-01  9.34746552E+00  5.83988503E-02
1.93369221E-01  9.31934452E+00  5.86540066E-02
1.93761054E-01  9.39868450E+00  5.86444996E-02
1.94152886E-01  9.44849777E+00  5.87248504E-02
1.94544718E-01  9.30375767E+00  5.82841113E-02
1.94936550E-01  9.31222153E+00  5.77142201E-02
1.95328383E-01  9.34732437E+00  5.83888516E-02
1.95720215E-01  9.31242657E+00  5.79328649E-02
1.96112047E-01  9.22936058E+00  5.74985035E-02
1.96503879E-01  9.31394958E+00  5.78651279E-02
1.96895712E-01  9.22953987E+00  5.70824109E-02
1.97287544E-01  9.40063000E+00  5.82912676E-02
1.97679376E-01  9.31819057E+00  5.73158599E-02
1.98071209E-01  9.27216911E+00  5.72247133E-02
1.98463041E-01  9.32031345E+00  5.73126525E-02
1.98854873E-01  9.23479366E+00  5.68297692E-02
1.99246705E-01  9.23587990E+00  5.72851039E-02
1.99638538E-01  9.38684845E+00  5.70673868E-02
2.00030370E-01  9.30894661E+00  5.70082702E-02
2.00422202E-01  9.26158619E+00  5.70324585E-02
2.00814034E-01  9.44011211E+00  5.72296232E-02
2.01205867E-01  9.20671558E+00  5.63716404E-02
2.01597699E-01  9.20985031E+00  5.61785176E-02
2.01989531E-01  9.36588669E+00  5.69357462E-02
2.02381363E-01  9.32847309E+00  5.66267483E-02
2.02773196E-01  9.25030613E+00  5.62830642E-02
2.03165028E-01  9.19731331E+00  5.61794341E-02
2.03556860E-01  9.23065376E+00  5.60133532E-02
2.03948692E-01  9.18626118E+00  5.60023375E-02
2.04340525E-01  9.19466400E+00  5.57344519E-02
2.04732357E-01  9.21019268E+00  5.58193475E-02
2.05124189E-01  9.25640392E+00  5.57807051E-02
2.05516021E-01  9.29317856E+00  5.59667572E-02
2.05907854E-01  9.24347687E+00  5.56674376E-02
2.06299686E-01  9.14541149E+00  5.52514717E-02
2.06691518E-01  9.15562916E+00  5.53101674E-02
2.07083351E-01  9.14617157E+00  5.51074184E-02
2.07475183E-01  9.22523308E+00  5.54741286E-02
2.07867015E-01  9.19128036E+00  5.50613068E-02
2.08258847E-01  9.12467766E+00  5.48526011E-02
2.08650680E-01  9.26012993E+00  5.51315434E-02
2.09042512E-01  9.11428833E+00  5.46510890E-02
